sample_id,spot_id,spotify_link,clip_start,psytech,oldschool-hardstyle,bouncy,tekno,warzone,industrial,non-techno-drop
5EiohoCxbWCOyN1oq8PD2e_0368,5EiohoCxbWCOyN1oq8PD2e,,8:12,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0369,5EiohoCxbWCOyN1oq8PD2e,,8:22,0,1,0,0,0,0,0
5EiohoCxbWCOyN1oq8PD2e_0370,5EiohoCxbWCOyN1oq8PD2e,,8:32,0,1,0,0,0,0,0
7rCitBPeNGNmqoc7X7pW3j_0371,7rCitBPeNGNmqoc7X7pW3j,https://open.spotify.com/track/7rCitBPeNGNmqoc7X7pW3j?si=92b191e4d091475d,1:36,0,1,0,0,0,0,0
7rCitBPeNGNmqoc7X7pW3j_0372,7rCitBPeNGNmqoc7X7pW3j,,1:46,0,1,0,0,0,0,0
7rCitBPeNGNmqoc7X7pW3j_0373,7rCitBPeNGNmqoc7X7pW3j,,2:08,0,1,0,0,0,0,0
7FloRBdeUfB7ItbFhnvMdh_0374,7FloRBdeUfB7ItbFhnvMdh,https://open.spotify.com/track/7FloRBdeUfB7ItbFhnvMdh?si=7364099284ac4612,1:35,0,0,0,0,0,1,0
7FloRBdeUfB7ItbFhnvMdh_0375,7FloRBdeUfB7ItbFhnvMdh,,1:45,0,0,0,0,0,1,0
7FloRBdeUfB7ItbFhnvMdh_0376,7FloRBdeUfB7ItbFhnvMdh,,1:55,0,0,0,0,0,1,0
7FloRBdeUfB7ItbFhnvMdh_0377,7FloRBdeUfB7ItbFhnvMdh,,2:05,0,0,0,0,0,1,0
7FloRBdeUfB7ItbFhnvMdh_0378,7FloRBdeUfB7ItbFhnvMdh,,2:15,0,0,0,0,0,1,0
7FloRBdeUfB7ItbFhnvMdh_0379,7FloRBdeUfB7ItbFhnvMdh,,3:05,0,0,0,0,0,1,0
7FloRBdeUfB7ItbFhnvMdh_0380,7FloRBdeUfB7ItbFhnvMdh,,3:15,0,0,0,0,0,1,0
7FloRBdeUfB7ItbFhnvMdh_0381,7FloRBdeUfB7ItbFhnvMdh,,3:25,0,0,0,0,0,1,0
6CoFN82SjwnwRofZ05PO97_0382,6CoFN82SjwnwRofZ05PO97,https://open.spotify.com/track/6CoFN82SjwnwRofZ05PO97?si=2b58acd0043a4fe6,2:53,1,0,0,0,0,0,0
6CoFN82SjwnwRofZ05PO97_0383,6CoFN82SjwnwRofZ05PO97,,3:03,1,0,0,0,0,0,0
6CoFN82SjwnwRofZ05PO97_0384,6CoFN82SjwnwRofZ05PO97,,3:13,1,0,0,0,0,0,0
6CoFN82SjwnwRofZ05PO97_0385,6CoFN82SjwnwRofZ05PO97,,3:23,1,0,0,0,0,0,0
1nVdbB4N3DFIh3WIZ0QpJ3_0386,1nVdbB4N3DFIh3WIZ0QpJ3,https://open.spotify.com/track/1nVdbB4N3DFIh3WIZ0QpJ3?si=5305e53bb44249f8,1:05,0,0,0,0,0,1,0
1nVdbB4N3DFIh3WIZ0QpJ3_0387,1nVdbB4N3DFIh3WIZ0QpJ3,,1:15,0,0,0,0,0,1,0
1nVdbB4N3DFIh3WIZ0QpJ3_0388,1nVdbB4N3DFIh3WIZ0QpJ3,,1:25,0,0,0,0,0,1,0
1nVdbB4N3DFIh3WIZ0QpJ3_0389,1nVdbB4N3DFIh3WIZ0QpJ3,,4:04,0,0,0,0,0,1,0
1nVdbB4N3DFIh3WIZ0QpJ3_0390,1nVdbB4N3DFIh3WIZ0QpJ3,,4:15,0,0,0,0,0,1,0
1nVdbB4N3DFIh3WIZ0QpJ3_0391,1nVdbB4N3DFIh3WIZ0QpJ3,,4:25,0,0,0,0,0,1,0
1nVdbB4N3DFIh3WIZ0QpJ3_0392,1nVdbB4N3DFIh3WIZ0QpJ3,,5:03,0,0,0,0,0,1,0
1nVdbB4N3DFIh3WIZ0QpJ3_0393,1nVdbB4N3DFIh3WIZ0QpJ3,,5:13,0,0,0,0,0,1,0
1nVdbB4N3DFIh3WIZ0QpJ3_0394,1nVdbB4N3DFIh3WIZ0QpJ3,,5:23,0,0,0,0,0,1,0
1nVdbB4N3DFIh3WIZ0QpJ3_0395,1nVdbB4N3DFIh3WIZ0QpJ3,,5:33,0,0,0,0,0,1,0
1nVdbB4N3DFIh3WIZ0QpJ3_0396,1nVdbB4N3DFIh3WIZ0QpJ3,,5:43,0,0,0,0,0,1,0
4ahe64CyBV14MpyoS8AoCF_0397,4ahe64CyBV14MpyoS8AoCF,https://open.spotify.com/track/4ahe64CyBV14MpyoS8AoCF?si=7e8567f8b7a54f25,1:53,0,0,0,0,0,1,0
4ahe64CyBV14MpyoS8AoCF_0398,4ahe64CyBV14MpyoS8AoCF,,2:03,0,0,0,0,0,1,0
4ahe64CyBV14MpyoS8AoCF_0399,4ahe64CyBV14MpyoS8AoCF,,2:13,0,0,0,0,0,1,0
4ahe64CyBV14MpyoS8AoCF_0400,4ahe64CyBV14MpyoS8AoCF,,2:56,0,0,0,0,0,1,0
4ahe64CyBV14MpyoS8AoCF_0401,4ahe64CyBV14MpyoS8AoCF,,3:03,0,0,0,0,0,1,0
4ahe64CyBV14MpyoS8AoCF_0402,4ahe64CyBV14MpyoS8AoCF,,3:45,0,0,0,0,0,1,0
4ahe64CyBV14MpyoS8AoCF_0403,4ahe64CyBV14MpyoS8AoCF,,3:55,0,0,0,0,0,1,0
3srbgx3cDhxpDFEQlsb3qk_0404,3srbgx3cDhxpDFEQlsb3qk,https://open.spotify.com/track/3srbgx3cDhxpDFEQlsb3qk?si=ced7f84ac52d4f5d,0:29,0,0,0,1,0,0,0
3srbgx3cDhxpDFEQlsb3qk_0405,3srbgx3cDhxpDFEQlsb3qk,,0:44,0,0,0,1,0,0,0
3srbgx3cDhxpDFEQlsb3qk_0406,3srbgx3cDhxpDFEQlsb3qk,,1:13,0,0,0,1,0,0,0
3srbgx3cDhxpDFEQlsb3qk_0407,3srbgx3cDhxpDFEQlsb3qk,,1:23,0,0,0,1,0,0,0
3srbgx3cDhxpDFEQlsb3qk_0408,3srbgx3cDhxpDFEQlsb3qk,,1:48,0,0,0,1,0,0,0
3srbgx3cDhxpDFEQlsb3qk_0409,3srbgx3cDhxpDFEQlsb3qk,,1:58,0,0,0,1,0,0,0
3srbgx3cDhxpDFEQlsb3qk_0410,3srbgx3cDhxpDFEQlsb3qk,,2:08,0,0,0,1,0,0,0
3srbgx3cDhxpDFEQlsb3qk_0411,3srbgx3cDhxpDFEQlsb3qk,,2:31,0,0,0,1,0,0,0
3srbgx3cDhxpDFEQlsb3qk_0412,3srbgx3cDhxpDFEQlsb3qk,,2:41,0,0,0,1,0,0,0
3srbgx3cDhxpDFEQlsb3qk_0413,3srbgx3cDhxpDFEQlsb3qk,,3:00,0,0,0,1,0,0,0
3zN8Wa2lacOxoEsPW3lYz0_0414,3zN8Wa2lacOxoEsPW3lYz0,https://open.spotify.com/track/3zN8Wa2lacOxoEsPW3lYz0?si=739c77a49c0e4165,0:33,0,1,0,0,0,0,0
3zN8Wa2lacOxoEsPW3lYz0_0415,3zN8Wa2lacOxoEsPW3lYz0,,0:43,0,1,0,0,0,0,0
3zN8Wa2lacOxoEsPW3lYz0_0416,3zN8Wa2lacOxoEsPW3lYz0,,0:53,0,1,0,0,0,0,0
3zN8Wa2lacOxoEsPW3lYz0_0417,3zN8Wa2lacOxoEsPW3lYz0,,3:07,0,1,0,0,0,0,0
3zN8Wa2lacOxoEsPW3lYz0_0418,3zN8Wa2lacOxoEsPW3lYz0,,5:00,0,1,0,0,0,0,0
3zN8Wa2lacOxoEsPW3lYz0_0419,3zN8Wa2lacOxoEsPW3lYz0,,5:10,0,1,0,0,0,0,0
3zN8Wa2lacOxoEsPW3lYz0_0420,3zN8Wa2lacOxoEsPW3lYz0,,3:50,0,1,0,0,0,0,0
3zN8Wa2lacOxoEsPW3lYz0_0421,3zN8Wa2lacOxoEsPW3lYz0,,4:00,0,1,0,0,0,0,0
4qf2TmjFImuZkpAwmP1LKE_0422,4qf2TmjFImuZkpAwmP1LKE,https://open.spotify.com/track/4qf2TmjFImuZkpAwmP1LKE?si=ce221e4279af4173,1:56,1,0,0,0,0,0,0
4qf2TmjFImuZkpAwmP1LKE_0423,4qf2TmjFImuZkpAwmP1LKE,,2:06,1,0,0,0,0,0,0
4qf2TmjFImuZkpAwmP1LKE_0424,4qf2TmjFImuZkpAwmP1LKE,,2:16,1,0,0,0,0,0,0
4qf2TmjFImuZkpAwmP1LKE_0425,4qf2TmjFImuZkpAwmP1LKE,,2:26,1,0,0,0,0,0,0
4qf2TmjFImuZkpAwmP1LKE_0426,4qf2TmjFImuZkpAwmP1LKE,,2:36,1,0,0,0,0,0,0
4qf2TmjFImuZkpAwmP1LKE_0427,4qf2TmjFImuZkpAwmP1LKE,,2:46,1,0,0,0,0,0,0
4qf2TmjFImuZkpAwmP1LKE_0428,4qf2TmjFImuZkpAwmP1LKE,,3:53,1,0,0,0,0,0,0
4qf2TmjFImuZkpAwmP1LKE_0429,4qf2TmjFImuZkpAwmP1LKE,,4:03,1,0,0,0,0,0,0
4qf2TmjFImuZkpAwmP1LKE_0430,4qf2TmjFImuZkpAwmP1LKE,,4:13,1,0,0,0,0,0,0
4qf2TmjFImuZkpAwmP1LKE_0431,4qf2TmjFImuZkpAwmP1LKE,,4:20,1,0,0,0,0,0,0
4qg2uMH8cLM8RLZoM1EzCm_0432,4qg2uMH8cLM8RLZoM1EzCm,https://open.spotify.com/track/4qg2uMH8cLM8RLZoM1EzCm?si=04c80b62ca8d4828,2:05,0,0,0,0,0,1,0
4qg2uMH8cLM8RLZoM1EzCm_0433,4qg2uMH8cLM8RLZoM1EzCm,,2:15,0,0,0,0,0,1,0
4qg2uMH8cLM8RLZoM1EzCm_0434,4qg2uMH8cLM8RLZoM1EzCm,,2:25,0,0,0,0,0,1,0
4qg2uMH8cLM8RLZoM1EzCm_0435,4qg2uMH8cLM8RLZoM1EzCm,,3:48,0,0,0,0,0,1,0
4qg2uMH8cLM8RLZoM1EzCm_0436,4qg2uMH8cLM8RLZoM1EzCm,,3:58,0,0,0,0,0,1,0
4qg2uMH8cLM8RLZoM1EzCm_0437,4qg2uMH8cLM8RLZoM1EzCm,,4:08,0,0,0,0,0,1,0
74LAInWCaluXHGEWB3ijiT_0438,74LAInWCaluXHGEWB3ijiT,https://open.spotify.com/track/74LAInWCaluXHGEWB3ijiT?si=846099d399894a2a,2:52,0,0,0,0,0,1,0
74LAInWCaluXHGEWB3ijiT_0439,74LAInWCaluXHGEWB3ijiT,,3:02,0,0,0,0,0,1,0
74LAInWCaluXHGEWB3ijiT_0440,74LAInWCaluXHGEWB3ijiT,,4:30,0,0,0,0,0,1,0
74LAInWCaluXHGEWB3ijiT_0441,74LAInWCaluXHGEWB3ijiT,,4:40,0,0,0,0,0,1,0
74LAInWCaluXHGEWB3ijiT_0442,74LAInWCaluXHGEWB3ijiT,,4:53,0,0,0,0,0,1,0
2Zc7dsfarfVBmeiLPnzIHI_0443,2Zc7dsfarfVBmeiLPnzIHI,https://open.spotify.com/track/2Zc7dsfarfVBmeiLPnzIHI?si=0d56c85ff2ab4e8c,1:23,0,0,0,0,0,1,0
2Zc7dsfarfVBmeiLPnzIHI_0444,2Zc7dsfarfVBmeiLPnzIHI,,1:33,0,0,0,0,0,1,0
2Zc7dsfarfVBmeiLPnzIHI_0445,2Zc7dsfarfVBmeiLPnzIHI,,2:43,0,0,0,0,0,1,0
2Zc7dsfarfVBmeiLPnzIHI_0446,2Zc7dsfarfVBmeiLPnzIHI,,2:53,0,0,0,0,0,1,0
2Zc7dsfarfVBmeiLPnzIHI_0447,2Zc7dsfarfVBmeiLPnzIHI,,3:10,0,0,0,0,0,1,0
2Zc7dsfarfVBmeiLPnzIHI_0448,2Zc7dsfarfVBmeiLPnzIHI,,3:20,0,0,0,0,0,1,0
2Zc7dsfarfVBmeiLPnzIHI_0449,2Zc7dsfarfVBmeiLPnzIHI,,4:58,0,0,0,0,0,1,0
2Zc7dsfarfVBmeiLPnzIHI_0450,2Zc7dsfarfVBmeiLPnzIHI,,5:08,0,0,0,0,0,1,0
6W5NcZNy661wxwre4Ky0pG_0451,6W5NcZNy661wxwre4Ky0pG,https://open.spotify.com/track/6W5NcZNy661wxwre4Ky0pG?si=1f7a0c1337af4ff1,1:53,0,0,0,1,0,0,0
6W5NcZNy661wxwre4Ky0pG_0452,6W5NcZNy661wxwre4Ky0pG,,2:03,0,0,0,1,0,0,0
6W5NcZNy661wxwre4Ky0pG_0453,6W5NcZNy661wxwre4Ky0pG,,1:24,0,0,0,1,0,0,0
6W5NcZNy661wxwre4Ky0pG_0454,6W5NcZNy661wxwre4Ky0pG,,2:23,0,0,0,0,0,1,0
6W5NcZNy661wxwre4Ky0pG_0455,6W5NcZNy661wxwre4Ky0pG,,2:30,0,0,0,0,0,1,0
6W5NcZNy661wxwre4Ky0pG_0456,6W5NcZNy661wxwre4Ky0pG,,3:16,0,0,0,1,0,0,0
6W5NcZNy661wxwre4Ky0pG_0457,6W5NcZNy661wxwre4Ky0pG,,3:26,0,0,0,1,0,0,0
6W5NcZNy661wxwre4Ky0pG_0458,6W5NcZNy661wxwre4Ky0pG,,3:44,0,0,0,1,0,0,0
5rZd1OliJKaFl8ESUJZwEg_0459,5rZd1OliJKaFl8ESUJZwEg,https://open.spotify.com/track/5rZd1OliJKaFl8ESUJZwEg?si=5168f945a5a44168,0:35,0,0,0,0,0,0,1
5rZd1OliJKaFl8ESUJZwEg_0460,5rZd1OliJKaFl8ESUJZwEg,,0:46,0,0,0,0,0,0,1
5rZd1OliJKaFl8ESUJZwEg_0461,5rZd1OliJKaFl8ESUJZwEg,,1:23,0,0,0,0,0,0,1
5rZd1OliJKaFl8ESUJZwEg_0462,5rZd1OliJKaFl8ESUJZwEg,,1:47,0,0,0,0,0,0,1
5rZd1OliJKaFl8ESUJZwEg_0463,5rZd1OliJKaFl8ESUJZwEg,,2:00,0,0,1,0,0,0,0
5rZd1OliJKaFl8ESUJZwEg_0464,5rZd1OliJKaFl8ESUJZwEg,,1:10,0,0,1,0,0,0,0
5rZd1OliJKaFl8ESUJZwEg_0465,5rZd1OliJKaFl8ESUJZwEg,,1:00,0,0,1,0,0,0,0
5rZd1OliJKaFl8ESUJZwEg_0466,5rZd1OliJKaFl8ESUJZwEg,,1:35,0,0,1,0,0,0,0
5rZd1OliJKaFl8ESUJZwEg_0467,5rZd1OliJKaFl8ESUJZwEg,,2:10,0,0,1,0,0,0,0
5rZd1OliJKaFl8ESUJZwEg_0468,5rZd1OliJKaFl8ESUJZwEg,,2:22,0,0,1,0,0,0,0
5rZd1OliJKaFl8ESUJZwEg_0469,5rZd1OliJKaFl8ESUJZwEg,,3:11,0,0,0,0,0,0,1
3IvQ57AQMGxlJXzTtUcRAT_0470,3IvQ57AQMGxlJXzTtUcRAT,https://open.spotify.com/track/3IvQ57AQMGxlJXzTtUcRAT?si=ba58f9b0be7f4a12,1:01,0,0,0,1,0,0,0
3IvQ57AQMGxlJXzTtUcRAT_0471,3IvQ57AQMGxlJXzTtUcRAT,,1:06,0,0,0,1,0,0,0
3IvQ57AQMGxlJXzTtUcRAT_0472,3IvQ57AQMGxlJXzTtUcRAT,,2:33,0,0,0,1,0,0,0
3IvQ57AQMGxlJXzTtUcRAT_0473,3IvQ57AQMGxlJXzTtUcRAT,,2:43,0,0,0,1,0,0,0
3IvQ57AQMGxlJXzTtUcRAT_0474,3IvQ57AQMGxlJXzTtUcRAT,,2:50,0,0,0,1,0,0,0
3IvQ57AQMGxlJXzTtUcRAT_0475,3IvQ57AQMGxlJXzTtUcRAT,,3:00,0,0,0,1,0,0,0
3IvQ57AQMGxlJXzTtUcRAT_0476,3IvQ57AQMGxlJXzTtUcRAT,,3:10,0,0,0,1,0,0,0
3IvQ57AQMGxlJXzTtUcRAT_0477,3IvQ57AQMGxlJXzTtUcRAT,,3:20,0,0,0,1,0,0,0
3IvQ57AQMGxlJXzTtUcRAT_0478,3IvQ57AQMGxlJXzTtUcRAT,,3:30,0,0,0,1,0,0,0
3IvQ57AQMGxlJXzTtUcRAT_0479,3IvQ57AQMGxlJXzTtUcRAT,,3:38,0,0,0,1,0,0,0
0CgVup2g1tJx1zPcV7TTxG_0480,0CgVup2g1tJx1zPcV7TTxG,https://open.spotify.com/track/0CgVup2g1tJx1zPcV7TTxG?si=861f3639d7574dd7,1:32,0,0,0,1,0,0,0
0CgVup2g1tJx1zPcV7TTxG_0481,0CgVup2g1tJx1zPcV7TTxG,,1:42,0,0,0,1,0,0,0
0CgVup2g1tJx1zPcV7TTxG_0482,0CgVup2g1tJx1zPcV7TTxG,,1:52,0,0,0,1,0,0,0
0CgVup2g1tJx1zPcV7TTxG_0483,0CgVup2g1tJx1zPcV7TTxG,,3:28,0,0,0,1,0,0,0
0CgVup2g1tJx1zPcV7TTxG_0484,0CgVup2g1tJx1zPcV7TTxG,,3:38,0,0,0,1,0,0,0
0CgVup2g1tJx1zPcV7TTxG_0485,0CgVup2g1tJx1zPcV7TTxG,,5:23,0,0,0,1,0,0,0
0CgVup2g1tJx1zPcV7TTxG_0486,0CgVup2g1tJx1zPcV7TTxG,,5:33,0,0,0,1,0,0,0
0HKwEzzUxiWLXOAERWyWgg_0487,0HKwEzzUxiWLXOAERWyWgg,https://open.spotify.com/track/0HKwEzzUxiWLXOAERWyWgg?si=8fa3e8a811d34dc6,0:27,0,0,0,1,0,0,0
0HKwEzzUxiWLXOAERWyWgg_0488,0HKwEzzUxiWLXOAERWyWgg,,0:37,0,0,0,1,0,0,0
0HKwEzzUxiWLXOAERWyWgg_0489,0HKwEzzUxiWLXOAERWyWgg,,1:16,0,0,1,0,0,0,0
0HKwEzzUxiWLXOAERWyWgg_0490,0HKwEzzUxiWLXOAERWyWgg,,1:26,0,0,1,0,0,0,0
4g8QO2z6M4Sv4XQ00UZdgY_0491,4g8QO2z6M4Sv4XQ00UZdgY,https://open.spotify.com/track/4g8QO2z6M4Sv4XQ00UZdgY?si=2060b118959e4f3e,1:22,0,0,0,1,0,0,0
4g8QO2z6M4Sv4XQ00UZdgY_0492,4g8QO2z6M4Sv4XQ00UZdgY,,1:32,0,0,0,1,0,0,0
4g8QO2z6M4Sv4XQ00UZdgY_0493,4g8QO2z6M4Sv4XQ00UZdgY,,1:42,0,0,0,1,0,0,0
4g8QO2z6M4Sv4XQ00UZdgY_0494,4g8QO2z6M4Sv4XQ00UZdgY,,2:06,0,0,0,1,0,0,0
4g8QO2z6M4Sv4XQ00UZdgY_0495,4g8QO2z6M4Sv4XQ00UZdgY,,2:16,0,0,0,1,0,0,0
4g8QO2z6M4Sv4XQ00UZdgY_0496,4g8QO2z6M4Sv4XQ00UZdgY,,2:48,0,0,0,1,0,0,0
4g8QO2z6M4Sv4XQ00UZdgY_0497,4g8QO2z6M4Sv4XQ00UZdgY,,2:58,0,0,0,1,0,0,0
4g8QO2z6M4Sv4XQ00UZdgY_0498,4g8QO2z6M4Sv4XQ00UZdgY,,3:10,0,0,0,1,0,0,0
4g8QO2z6M4Sv4XQ00UZdgY_0499,4g8QO2z6M4Sv4XQ00UZdgY,,3:20,0,0,0,1,0,0,0
6bGAnuRUGFYp9wuBeYr5uA_0500,6bGAnuRUGFYp9wuBeYr5uA,https://open.spotify.com/track/6bGAnuRUGFYp9wuBeYr5uA?si=ebb5c6b9fec14103,0:48,0,0,0,1,0,0,0
6bGAnuRUGFYp9wuBeYr5uA_0501,6bGAnuRUGFYp9wuBeYr5uA,,0:58,0,0,0,1,0,0,0
6bGAnuRUGFYp9wuBeYr5uA_0502,6bGAnuRUGFYp9wuBeYr5uA,,1:08,0,0,0,1,0,0,0
6bGAnuRUGFYp9wuBeYr5uA_0503,6bGAnuRUGFYp9wuBeYr5uA,,1:18,0,0,0,1,0,0,0
6bGAnuRUGFYp9wuBeYr5uA_0504,6bGAnuRUGFYp9wuBeYr5uA,,1:38,0,0,0,1,0,0,0
6bGAnuRUGFYp9wuBeYr5uA_0505,6bGAnuRUGFYp9wuBeYr5uA,,1:48,0,0,0,1,0,0,0
6bGAnuRUGFYp9wuBeYr5uA_0506,6bGAnuRUGFYp9wuBeYr5uA,,3:24,0,0,0,1,0,0,0
6bGAnuRUGFYp9wuBeYr5uA_0507,6bGAnuRUGFYp9wuBeYr5uA,,3:34,0,0,0,1,0,0,0
4IayaXXi4WuBqJm1VPVKne_0508,4IayaXXi4WuBqJm1VPVKne,https://open.spotify.com/track/4IayaXXi4WuBqJm1VPVKne?si=3b15a221b97d4fbf,0:30,0,0,0,1,0,0,0
4IayaXXi4WuBqJm1VPVKne_0509,4IayaXXi4WuBqJm1VPVKne,,0:40,0,0,0,1,0,0,0
4IayaXXi4WuBqJm1VPVKne_0510,4IayaXXi4WuBqJm1VPVKne,,0:50,0,0,0,1,0,0,0
4IayaXXi4WuBqJm1VPVKne_0511,4IayaXXi4WuBqJm1VPVKne,,1:00,0,0,0,1,0,0,0
4IayaXXi4WuBqJm1VPVKne_0512,4IayaXXi4WuBqJm1VPVKne,,1:54,0,0,0,1,0,0,0
4IayaXXi4WuBqJm1VPVKne_0513,4IayaXXi4WuBqJm1VPVKne,,3:07,0,0,0,1,0,0,0
4IayaXXi4WuBqJm1VPVKne_0514,4IayaXXi4WuBqJm1VPVKne,,3:17,0,0,0,1,0,0,0
4IayaXXi4WuBqJm1VPVKne_0515,4IayaXXi4WuBqJm1VPVKne,,3:27,0,0,0,1,0,0,0
4IayaXXi4WuBqJm1VPVKne_0516,4IayaXXi4WuBqJm1VPVKne,,3:37,0,0,0,1,0,0,0
4IayaXXi4WuBqJm1VPVKne_0517,4IayaXXi4WuBqJm1VPVKne,,3:53,0,0,0,1,0,0,0
6n1VP9KfPXgNUeRjF5Bz5A_0518,6n1VP9KfPXgNUeRjF5Bz5A,https://open.spotify.com/track/6n1VP9KfPXgNUeRjF5Bz5A?si=f824393bd54f4b9b,0:23,0,0,0,1,0,0,0
6n1VP9KfPXgNUeRjF5Bz5A_0519,6n1VP9KfPXgNUeRjF5Bz5A,,1:10,0,0,0,1,0,0,0
6n1VP9KfPXgNUeRjF5Bz5A_0520,6n1VP9KfPXgNUeRjF5Bz5A,,1:20,0,0,0,1,0,0,0
6n1VP9KfPXgNUeRjF5Bz5A_0521,6n1VP9KfPXgNUeRjF5Bz5A,,1:30,0,0,0,1,0,0,0
6n1VP9KfPXgNUeRjF5Bz5A_0522,6n1VP9KfPXgNUeRjF5Bz5A,,1:40,0,0,0,1,0,0,0
6n1VP9KfPXgNUeRjF5Bz5A_0523,6n1VP9KfPXgNUeRjF5Bz5A,,1:50,0,0,0,1,0,0,0
6n1VP9KfPXgNUeRjF5Bz5A_0524,6n1VP9KfPXgNUeRjF5Bz5A,,2:00,0,0,0,1,0,0,0
67pLzvD4rdopXm4jUuC3Z1_0525,67pLzvD4rdopXm4jUuC3Z1,https://open.spotify.com/track/67pLzvD4rdopXm4jUuC3Z1?si=341cc51afdb74146,0:36,0,0,0,1,0,0,0
67pLzvD4rdopXm4jUuC3Z1_0526,67pLzvD4rdopXm4jUuC3Z1,,0:46,0,0,0,1,0,0,0
67pLzvD4rdopXm4jUuC3Z1_0527,67pLzvD4rdopXm4jUuC3Z1,,2:19,0,0,0,1,0,0,0
67pLzvD4rdopXm4jUuC3Z1_0528,67pLzvD4rdopXm4jUuC3Z1,,2:29,0,0,0,1,0,0,0
67pLzvD4rdopXm4jUuC3Z1_0529,67pLzvD4rdopXm4jUuC3Z1,,2:39,0,0,0,1,0,0,0
67pLzvD4rdopXm4jUuC3Z1_0530,67pLzvD4rdopXm4jUuC3Z1,,3:13,0,0,0,1,0,0,0
67pLzvD4rdopXm4jUuC3Z1_0531,67pLzvD4rdopXm4jUuC3Z1,,3:23,0,0,0,1,0,0,0
67pLzvD4rdopXm4jUuC3Z1_0532,67pLzvD4rdopXm4jUuC3Z1,,4:26,0,0,0,1,0,0,0
67pLzvD4rdopXm4jUuC3Z1_0533,67pLzvD4rdopXm4jUuC3Z1,,4:36,0,0,0,1,0,0,0
67pLzvD4rdopXm4jUuC3Z1_0534,67pLzvD4rdopXm4jUuC3Z1,,3:45,0,0,0,1,0,0,0
7hFQhlIe8gCZD6a3HFUeB9_0535,7hFQhlIe8gCZD6a3HFUeB9,https://open.spotify.com/track/7hFQhlIe8gCZD6a3HFUeB9?si=0ec3988dda4a4026,0:24,0,0,0,1,0,0,0
7hFQhlIe8gCZD6a3HFUeB9_0536,7hFQhlIe8gCZD6a3HFUeB9,,0:59,0,0,0,1,0,0,0
7hFQhlIe8gCZD6a3HFUeB9_0537,7hFQhlIe8gCZD6a3HFUeB9,,1:09,0,0,0,1,0,0,0
7hFQhlIe8gCZD6a3HFUeB9_0538,7hFQhlIe8gCZD6a3HFUeB9,,1:19,0,0,0,1,0,0,0
7hFQhlIe8gCZD6a3HFUeB9_0539,7hFQhlIe8gCZD6a3HFUeB9,,1:29,0,0,0,1,0,0,0
7hFQhlIe8gCZD6a3HFUeB9_0540,7hFQhlIe8gCZD6a3HFUeB9,,2:01,0,0,0,1,0,0,0
7hFQhlIe8gCZD6a3HFUeB9_0541,7hFQhlIe8gCZD6a3HFUeB9,,2:11,0,0,0,1,0,0,0
7hFQhlIe8gCZD6a3HFUeB9_0542,7hFQhlIe8gCZD6a3HFUeB9,,2:21,0,0,0,1,0,0,0
7hFQhlIe8gCZD6a3HFUeB9_0543,7hFQhlIe8gCZD6a3HFUeB9,,2:31,0,0,0,1,0,0,0
7hFQhlIe8gCZD6a3HFUeB9_0544,7hFQhlIe8gCZD6a3HFUeB9,,3:08,0,0,0,1,0,0,0
7hFQhlIe8gCZD6a3HFUeB9_0545,7hFQhlIe8gCZD6a3HFUeB9,,3:18,0,0,0,1,0,0,0
4UaPaut909TznMXH8JqGFs_0546,4UaPaut909TznMXH8JqGFs,https://open.spotify.com/track/4UaPaut909TznMXH8JqGFs?si=8db7e683756e4828,0:46,0,0,1,0,0,0,0
4UaPaut909TznMXH8JqGFs_0547,4UaPaut909TznMXH8JqGFs,,0:56,0,0,1,0,0,0,0
4UaPaut909TznMXH8JqGFs_0548,4UaPaut909TznMXH8JqGFs,,1:06,0,0,1,0,0,0,0
4UaPaut909TznMXH8JqGFs_0549,4UaPaut909TznMXH8JqGFs,,1:16,0,0,1,0,0,0,0
4UaPaut909TznMXH8JqGFs_0550,4UaPaut909TznMXH8JqGFs,,2:12,0,0,1,0,0,0,0
4UaPaut909TznMXH8JqGFs_0551,4UaPaut909TznMXH8JqGFs,,2:22,0,0,1,0,0,0,0
4UaPaut909TznMXH8JqGFs_0552,4UaPaut909TznMXH8JqGFs,,2:34,0,0,1,0,0,0,0
2qNeumhTdh7mPcuZkiebNE_0553,2qNeumhTdh7mPcuZkiebNE,https://open.spotify.com/track/2qNeumhTdh7mPcuZkiebNE?si=ee6a01815c5f4280,1:10,1,0,0,0,0,0,0
2qNeumhTdh7mPcuZkiebNE_0554,2qNeumhTdh7mPcuZkiebNE,,1:20,1,0,0,0,0,0,0
2qNeumhTdh7mPcuZkiebNE_0555,2qNeumhTdh7mPcuZkiebNE,,2:10,1,0,0,0,0,0,0
2qNeumhTdh7mPcuZkiebNE_0556,2qNeumhTdh7mPcuZkiebNE,,1:51,1,0,0,0,0,0,0
2qNeumhTdh7mPcuZkiebNE_0557,2qNeumhTdh7mPcuZkiebNE,,1:41,1,0,0,0,0,0,0
5w4tgGNwU7Iq9kk5o4zoBy_0558,5w4tgGNwU7Iq9kk5o4zoBy,https://open.spotify.com/track/5w4tgGNwU7Iq9kk5o4zoBy?si=0ea74788a7194ca0,1:37,0,0,1,0,0,0,0
